Region Name,FBN,CloudForge NHO,CloudForge PFHO,CloudForge  Change Freeze,CloudForge NEA,Build Status,Cluster,AZ,Site,Build Type ID,Build ID,CloudForge NBD,Snapshot Day,Build Type,CloudForge Due Date,DataWare House Update Date
APJC,NRT069COLP02,12/23/2020 12:00,12/1/2020 12:00,8/11/2020 12:00,11/1/2020 12:00,TRIGGERED,NRT,NRT55,NRT69,COL,NRT069COLP02.001,8/10/2020 12:00,8/16/2020,Colo Room Build,7/1/2020,8/17/2020
US-EAST,IAD133INFP03,9/8/2020 12:00,9/8/2020 12:00,,9/8/2020 12:00,PIRPED,IAD,IAD7,IAD133,INF,IAD133INFP03.001,9/30/2020 12:00,8/16/2020,Infill Build,1/18/2021,8/17/2020
EMEA,LHR075COLP02,1/1/2020 12:00,,10/2/2019 12:00,,PENDING_PIRP,LHR,LHR75,LHR75,COL,LHR075COLP02.001,1/1/2020 12:00,8/16/2020,Colo Room Build,,8/17/2020
US-EAST,IAD150CONP01,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD150,CON,IAD150CONP01.001,7/24/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD055RWKO05,10/14/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKO05.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD012CONP25,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD12,CON,IAD012CONP25.001,5/8/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
APJC,SIN003INFP04,8/28/2020 12:00,8/28/2020 12:00,,8/7/2020 12:00,PIRPED,SIN,SIN3,SIN3,INF,SIN003INFP04.001,2/28/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,MXP061COLP05,11/23/2020 12:00,11/9/2020 12:00,8/10/2020 12:00,10/12/2020 12:00,TRIGGERED,MXP,MXP61,MXP61,COL,MXP061COLP05.001,10/12/2020 12:00,8/16/2020,Colo Room Build,2/9/2021,8/17/2020
EMEA,MXP062COLP06,12/7/2020 12:00,11/23/2020 12:00,6/22/2020 12:00,10/16/2020 12:00,TRIGGERED,MXP,MXP62,MXP62,COL,MXP062COLP06.001,11/30/2020 12:00,8/16/2020,Colo Room Build,5/15/2020,8/17/2020
APJC,NRT069COLP01,11/13/2020 12:00,11/1/2020 12:00,8/9/2020 12:00,10/1/2020 12:00,TRIGGERED,NRT,NRT55,NRT69,COL,NRT069COLP01.001,8/10/2020 12:00,8/16/2020,Colo Room Build,1/7/2021,8/17/2020
APJC,ICN053CONP05,11/9/2020 12:00,,,,PENDING_PIRP,ICN,ICN53,ICN53,CON,ICN053CONP05.001,10/31/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD079CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD79,CON,IAD079CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
APJC,SYD052INFP23,12/11/2020 12:00,12/11/2020 12:00,,12/11/2020 12:00,PIRPED,SYD,SYD52,SYD52,INF,SYD052INFP23.001,10/23/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD146ROMP02,8/18/2020 12:00,8/3/2020 12:00,5/4/2020 12:00,7/6/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,8/22/2020,8/17/2020
US-EAST,IAD032CONP03,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD32,CON,IAD032CONP03.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX053INFP17,9/28/2020 12:00,9/28/2020 12:00,,9/28/2020 12:00,PIRPED,PDX,PDX1,PDX53,INF,PDX053INFP17.001,11/1/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-WEST,YUL051COLP10,12/15/2020 12:00,12/1/2020 12:00,8/11/2020 12:00,11/1/2020 12:00,TRIGGERED,YUL,YUL51,YUL51,COL,YUL051COLP10.001,9/21/2020 12:00,8/16/2020,Colo Room Build,10/27/2020,8/17/2020
US-EAST,IAD014INFP14,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,IAD,IAD7,IAD14,INF,IAD014INFP14.001,3/19/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
APJC,NRT056INFP02,9/7/2020 12:00,,,,PENDING_PIRP,NRT,NRT12,NRT56,INF,NRT056INFP02.001,7/31/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX060INFP01,10/18/2019 12:00,10/18/2019 12:00,,10/3/2019 12:00,PENDING_PIRP,PDX,PDX2,PDX60,INF,PDX060INFP01.001,8/13/2019 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX002INFP34,8/3/2020 12:00,8/3/2020 12:00,,7/27/2020 12:00,PIRPED,PDX,PDX2,PDX2,INF,PDX002INFP34.001,1/1/2040 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-EAST,IAD062CONP11,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD62,IAD62,CON,IAD062CONP11.001,8/13/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD012RWKP98,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD12,RWK,IAD012RWKP98.001,9/30/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,CMH051CONP22,11/9/2020 12:00,,,,PENDING_PIRP,CMH,CMH51,CMH51,CON,CMH051CONP22.001,9/25/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
APJC,SIN004COLP17,8/19/2020 12:00,8/5/2020 12:00,5/6/2020 12:00,6/5/2020 12:00,TRIGGERED,SIN,SIN4,SIN4,COL,SIN004COLP17.001,8/10/2020 12:00,8/16/2020,Colo Room Build,1/26/2021,8/17/2020
US-EAST,IAD052CONP22,5/21/2020 12:00,5/21/2020 12:00,,5/21/2020 12:00,PIRPED,IAD,IAD7,IAD52,CON,IAD052CONP22.001,2/7/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,DUB066ROMP08,11/23/2020 12:00,11/9/2020 12:00,8/10/2020 12:00,10/19/2020 12:00,TRIGGERED,DUB,DUB2,DUB66,ROM,DUB066ROMP08.001,8/10/2020 12:00,8/16/2020,Room Build,1/26/2021,8/17/2020
US-EAST,IAD131ROMP01,9/7/2020 12:00,8/20/2020 12:00,5/7/2020 12:00,7/13/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,8/14/2020,8/17/2020
US-EAST,IAD064CONP11,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD55,IAD64,CON,IAD064CONP11.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,FRA053RWKK01,12/3/2020 12:00,,,,TRIGGERED,FRA,FRA53,FRA53,RWK,FRA053RWKK01.001,3/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD050INFP24,11/20/2020 12:00,11/20/2020 12:00,,11/20/2020 12:00,PIRPED,IAD,IAD6,IAD50,INF,IAD050INFP24.001,5/31/2020 12:00,8/16/2020,Infill Build,2/8/2021,8/17/2020
US-EAST,IAD014RWKO15,10/14/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKO15.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB074INFP01,9/18/2020 12:00,9/18/2020 12:00,,9/18/2020 12:00,PIRPED,DUB,DUB4,DUB74,INF,DUB074INFP01.001,8/14/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
APJC,SIN004RWKP10,10/25/2019 12:00,,,,PENDING_PIRP,SIN,SIN4,SIN4,RWK,SIN004RWKP10.001,10/25/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,MXP062COLP05,12/7/2020 12:00,11/23/2020 12:00,6/22/2020 12:00,10/16/2020 12:00,TRIGGERED,MXP,MXP62,MXP62,COL,MXP062COLP05.001,8/10/2020 12:00,8/16/2020,Colo Room Build,5/15/2020,8/17/2020
US-EAST,IAD010RWKK01,4/27/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD10,RWK,IAD010RWKK01.001,2/12/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD151ROMP06,11/23/2020 12:00,11/9/2020 12:00,8/10/2020 12:00,10/12/2020 12:00,TRIGGERED,IAD,IAD1,IAD151,ROM,IAD151ROMP06.001,8/10/2020 12:00,8/16/2020,Room Build,11/17/2020,8/17/2020
US-EAST,IAD151ROMP01,9/28/2020 12:00,9/14/2020 12:00,6/1/2020 12:00,8/17/2020 12:00,TRIGGERED,IAD,IAD1,IAD151,ROM,IAD151ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,1/29/2021,8/17/2020
APJC,SYD071COLP01,8/21/2020 12:00,7/31/2020 12:00,4/10/2020 12:00,6/1/2020 12:00,TRIGGERED,SYD,SYD7,SYD71,COL,SYD071COLP01.001,8/10/2020 12:00,8/16/2020,Colo Room Build,4/5/2022,8/17/2020
US-EAST,IAD130INFP01,9/8/2020 12:00,9/8/2020 12:00,,9/8/2020 12:00,PIRPED,IAD,IAD7,IAD130,INF,IAD130INFP01.001,8/1/2020 12:00,8/16/2020,Infill Build,1/7/2021,8/17/2020
EMEA,FRA082COLP03,12/11/2020 12:00,11/27/2020 12:00,8/28/2020 12:00,10/30/2020 12:00,TRIGGERED,FRA,FRA52,FRA82,COL,FRA082COLP03.001,12/21/2020 12:00,8/16/2020,Colo Room Build,4/20/2021,8/17/2020
US-WEST,OSU062CONP20,6/23/2019 12:00,11/22/2019 12:00,,11/14/2019 12:00,PENDING_PIRP,OSU,OSU62,OSU62,CON,OSU062CONP20.001,5/17/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD061INFP21,8/28/2020 12:00,8/28/2020 12:00,,8/28/2020 12:00,PIRPED,IAD,IAD1,IAD61,INF,IAD061INFP21.001,7/15/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD011RWKP92,5/19/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD11,RWK,IAD011RWKP92.001,5/19/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD114ROMP10,8/31/2020 12:00,8/19/2020 12:00,2/12/2020 12:00,7/6/2020 12:00,TRIGGERED,IAD,IAD6,IAD114,ROM,IAD114ROMP10.001,8/10/2020 12:00,8/16/2020,Room Build,4/27/2020,8/17/2020
US-WEST,PDX067ROMP02,10/26/2020 12:00,10/12/2020 12:00,7/13/2020 12:00,9/14/2020 12:00,TRIGGERED,PDX,PDX2,PDX67,ROM,PDX067ROMP02.001,8/24/2020 12:00,8/16/2020,Room Build,11/17/2020,8/17/2020
US-EAST,IAD050RWKO04,8/23/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD50,RWK,IAD050RWKO04.001,6/9/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD013CONP24,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD13,CON,IAD013CONP24.001,3/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX004INFP23,6/4/2020 12:00,6/4/2020 12:00,,5/21/2020 12:00,PIRPED,PDX,PDX4,PDX4,INF,PDX004INFP23.001,11/1/2020 12:00,8/16/2020,Infill Build,1/1/2040,8/17/2020
APJC,SIN051INFP02,8/28/2020 12:00,8/28/2020 12:00,,8/7/2020 12:00,PIRPED,SIN,SIN3,SIN51,INF,SIN051INFP02.001,6/26/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB050INFP39,8/21/2020 12:00,8/21/2020 12:00,,8/21/2020 12:00,PIRPED,DUB,DUB4,DUB50,INF,DUB050INFP39.001,7/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD012CONP23,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD12,CON,IAD012CONP23.001,12/6/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD100ROMP02,11/23/2020 12:00,11/9/2020 12:00,8/10/2020 12:00,10/12/2020 12:00,TRIGGERED,IAD,IAD7,IAD100,ROM,IAD100ROMP02.001,8/24/2020 12:00,8/16/2020,Room Build,11/10/2020,8/17/2020
US-WEST,YUL055ROMP03,11/11/2020 12:00,10/28/2020 12:00,7/29/2020 12:00,9/25/2020 12:00,TRIGGERED,YUL,YUL55,YUL55,ROM,YUL055ROMP03.001,11/1/2020 12:00,8/16/2020,Room Build,1/15/2021,8/17/2020
US-WEST,SFO008COLP10,7/29/2020 12:00,8/3/2020 12:00,5/4/2020 12:00,6/22/2020 12:00,TRIGGERED,SFO,SFO8,SFO8,COL,SFO008COLP10.001,7/27/2020 12:00,8/16/2020,Colo Room Build,5/8/2020,8/17/2020
EMEA,LHR075COLP01,1/1/2020 12:00,,9/11/2019 12:00,,PENDING_PIRP,LHR,LHR75,LHR75,COL,LHR075COLP01.001,1/1/2020 12:00,8/16/2020,Colo Room Build,,8/17/2020
US-EAST,IAD131ROMP02,9/11/2020 12:00,8/20/2020 12:00,5/21/2020 12:00,7/13/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,9/7/2020,8/17/2020
US-WEST,PDX053INFP50,7/14/2020 12:00,,,,PENDING_PIRP,PDX,PDX1,PDX53,INF,PDX053INFP50.001,7/14/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-EAST,IAD052RWKN06,7/9/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD52,RWK,IAD052RWKN06.001,4/25/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD146ROMP07,10/15/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,8/31/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP07.001,8/10/2020 12:00,8/16/2020,Room Build,8/29/2020,8/17/2020
US-EAST,IAD100ROMP03,12/7/2020 12:00,11/23/2020 12:00,8/24/2020 12:00,10/26/2020 12:00,TRIGGERED,IAD,IAD7,IAD100,ROM,IAD100ROMP03.001,9/21/2020 12:00,8/16/2020,Room Build,11/17/2020,8/17/2020
US-EAST,IAD007INFP11,9/18/2020 12:00,9/18/2020 12:00,,8/7/2020 12:00,PIRPED,IAD,IAD7,IAD7,INF,IAD007INFP11.001,1/27/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
APJC,BOM054RWKP02,8/7/2020 12:00,,,,PENDING_PIRP,BOM,BOM54,BOM54,RWK,BOM054RWKP02.001,8/7/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX080ROMP10,11/30/2020 12:00,11/16/2020 12:00,8/17/2020 12:00,10/19/2020 12:00,LLE_TRIGGERED,PDX,PDX80,PDX80,ROM,PDX080ROMP10.001,12/21/2020 12:00,8/16/2020,Room Build,12/14/2020,8/17/2020
US-WEST,CMH051INFP11,9/18/2020 12:00,9/18/2020 12:00,,8/21/2020 12:00,PIRPED,CMH,CMH51,CMH51,INF,CMH051INFP11.001,1/1/2040 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-WEST,CMH056ROMP03,10/28/2020 12:00,10/28/2020 12:00,7/29/2020 12:00,9/30/2020 12:00,TRIGGERED,CMH,CMH50,CMH56,ROM,CMH056ROMP03.001,11/16/2020 12:00,8/16/2020,Room Build,12/8/2020,8/17/2020
EMEA,DUB051INFP08,10/9/2020 12:00,10/9/2020 12:00,,9/9/2020 12:00,PIRPED,DUB,DUB4,DUB51,INF,DUB051INFP08.001,7/17/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-EAST,IAD146ROMP01,8/15/2020 12:00,7/20/2020 12:00,4/6/2020 12:00,6/8/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,6/20/2020,8/17/2020
US-EAST,IAD050RWKP92,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD50,RWK,IAD050RWKP92.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD052RWKL03,10/14/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD52,RWK,IAD052RWKL03.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD007RWKO04,10/31/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD7,RWK,IAD007RWKO04.001,7/6/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD118ROMP02,8/17/2020 12:00,8/3/2020 12:00,5/4/2020 12:00,6/29/2020 12:00,TRIGGERED,IAD,IAD6,IAD118,ROM,IAD118ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,7/31/2020,8/17/2020
US-EAST,IAD013INFP28,9/11/2020 12:00,9/11/2020 12:00,,9/11/2020 12:00,PIRPED,IAD,IAD6,IAD13,INF,IAD013INFP28.001,4/18/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
EMEA,BAH052BRKP01,12/20/2019 12:00,,,,PIRPED,BAH,BAH52,BAH52,BRK,BAH052BRKP01.001,12/20/2019 12:00,8/16/2020,Emergent brick process,,8/17/2020
EMEA,DUB074ROMP07,12/15/2020 12:00,11/30/2020 12:00,8/31/2020 12:00,11/3/2020 12:00,TRIGGERED,DUB,DUB4,DUB74,ROM,DUB074ROMP07.001,8/10/2020 12:00,8/16/2020,Room Build,10/30/2020,8/17/2020
US-EAST,IAD061CONP10,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD61,CON,IAD061CONP10.001,8/6/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD131ROMP09,11/16/2020 12:00,11/2/2020 12:00,8/3/2020 12:00,9/28/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP09.001,8/10/2020 12:00,8/16/2020,Room Build,11/3/2020,8/17/2020
US-WEST,PDX050RWKN02,9/4/2020 12:00,,,,TRIGGERED,PDX,PDX1,PDX50,RWK,PDX050RWKN02.001,5/10/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX002RWKP98,11/30/2020 12:00,,,,PIRPED,PDX,PDX2,PDX2,RWK,PDX002RWKP98.001,11/1/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,LHR055CONP06,11/30/2020 12:00,,,,PENDING_PIRP,LHR,LHR55,LHR55,CON,LHR055CONP06.001,11/30/2020 12:00,8/16/2020,Conversion Build,11/30/2020,8/17/2020
US-EAST,IAD001RWKN03,10/8/2020 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKN03.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,SYD056ROMP01,9/25/2020 12:00,8/28/2020 12:00,5/15/2020 12:00,5/8/2020 12:00,TRIGGERED,SYD,SYD52,SYD56,ROM,SYD056ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,5/29/2020,8/17/2020
US-WEST,PDX052RWKP01,11/1/2020 12:00,,,,PENDING_PIRP,PDX,PDX4,PDX52,RWK,PDX052RWKP01.001,11/1/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD016CONP24,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD16,CON,IAD016CONP24.001,6/30/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
MVP,APA060CONP01,6/10/2020 12:00,,,,PENDING_PIRP,APA,APA60,APA60,CON,APA060CONP01.001,6/10/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD010RWKL05,6/5/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD10,RWK,IAD010RWKL05.001,3/22/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD013INFP30,10/1/2020 12:00,10/1/2020 12:00,,10/1/2020 12:00,PIRPED,IAD,IAD6,IAD13,INF,IAD013INFP30.001,3/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD013RWKO05,8/27/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD13,RWK,IAD013RWKO05.001,6/13/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,SFO053INFP09,12/8/2020 12:00,6/5/2020 12:00,,6/5/2020 12:00,PIRPED,SFO,SFO6,SFO53,INF,SFO053INFP09.001,11/1/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
EMEA,DUB050RWKN299,12/11/2020 12:00,,,,TRIGGERED,DUB,DUB4,DUB50,RWK,DUB050RWKN299.001,9/27/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB052INRP36,11/30/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB52,INR,DUB052INRP36.001,11/30/2020 12:00,8/16/2020,End of row infills,,8/17/2020
US-WEST,SFO021RWKM03,4/23/2020 12:00,,,,TRIGGERED,SFO,SFO6,SFO21,RWK,SFO021RWKM03.001,12/28/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB064INFP06,9/4/2020 12:00,9/4/2020 12:00,,6/5/2020 12:00,PIRPED,DUB,DUB4,DUB64,INF,DUB064INFP06.001,3/13/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB010INFP24,8/28/2020 12:00,8/28/2020 12:00,,8/1/2020 12:00,PIRPED,DUB,DUB4,DUB10,INF,DUB010INFP24.001,6/26/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB053INRP06,7/29/2020 12:00,7/29/2020 12:00,,7/29/2020 12:00,PENDING_PIRP,DUB,DUB2,DUB53,INR,DUB053INRP06.001,3/12/2021 12:00,8/16/2020,End of row infills,,8/17/2020
